Episode,mode,xT,yT,vx,vy,x,y,z,C_FL,C_FR,C_RL,C_RR,roll,pitch,p_FL,p_FR,p_RL,p_RR,p_S,p_T,r_FL,r_FR,r_RL,r_RR,r_S,r_T,o_FL,o_FR,o_RL,o_RR,a,b
New episode
,2,0.2266236,-0.02424007,0.2022067,0.008742027,4.389253,-2.87435,-1.766765,0,0,0,0,-0.04405513,-0.1334188,5.180295,3.701443,6.141115,4.845769,3.269401,1.814268,0.9999999,1,2,1.973703,1,10,0,0,0,0,0.9999922,0.8935645
,2,0.2266236,-0.02424007,0.1655817,0.1007081,4.390082,-2.873387,-1.766939,0,0,0,0,-0.04363593,-0.1333305,5.18955,3.707769,6.148402,4.857713,3.271419,1.83783,0.9999999,1,2,1.981395,1,10,0,0,0,0,0.999994,0.9074368
,2,0.2266236,-0.02424007,0.1991858,0.003210706,4.391077,-2.873859,-1.767107,0,0,0,0,-0.04321387,-0.1331529,5.198806,3.714095,6.155688,4.869657,3.273436,1.861392,0.9999999,1,2,1.987016,1,10,0,0,0,0,0.9999955,0.9194288
,2,0.2266236,-0.02424007,0.162497,0.09477947,4.39189,-2.872928,-1.767294,0,0,0,0,-0.04277066,-0.1330035,5.208061,3.72042,6.162975,4.8816,3.275454,1.884954,0.9999999,1,2,1.991037,1,10,0,0,0,0,0.9999965,0.9296136
,2,0.2266236,-0.02707176,0.1961549,-0.002892815,4.392869,-2.873431,-1.767476,0,0,0,0,-0.04232885,-0.1327656,5.209752,3.726751,6.173347,4.883346,3.294303,1.908516,0.9999999,1,2,1.993869,1,5,0,0,0,0,0.9999974,0.9381454
,2,0.2266236,-0.02707176,0.1512493,0.08775406,4.393626,-2.872543,-1.767709,0,0,0,0,-0.04187167,-0.1325402,5.211442,3.733082,6.18372,4.885091,3.313153,1.932078,0.9999999,1,2,1.995837,1,5,0,0,0,0,0.999998,0.945214
,2,0.2266236,-0.02707176,0.1804167,-0.01133284,4.394527,-2.873098,-1.767954,0,0,0,0,-0.04142108,-0.1322096,5.213132,3.739413,6.194093,4.886836,3.332003,1.95564,0.9999999,1,2,1.997191,1.020798,5,0,0,0,0,0.9838635,0.9611512
,2,0.2266236,-0.02707176,0.1403205,0.07831267,4.395229,-2.872256,-1.768227,0,0,0,0,-0.040961,-0.1319025,5.214823,3.745744,6.204465,4.888581,3.350852,1.979202,0.9999999,1,2,1.998115,1.046796,5,0,0,0,0,0.9596614,0.9810808
,2,0.2266236,-0.02707176,0.1747936,-0.02037687,4.396103,-2.872849,-1.76849,0,0,0,0,-0.04051324,-0.1315077,5.216513,3.752075,6.214838,4.890326,3.369702,2.002764,0.9999999,1,2,1.998741,1.071169,5,0,0,0,0,0.9324339,1.002011
,2,0.2266236,-0.02707176,0.1402525,0.0708581,4.396804,-2.872035,-1.768763,0,0,0,0,-0.04005952,-0.1311546,5.218204,3.758406,6.225211,4.892072,3.388551,2.026326,0.9999999,1,2,1.999163,1.09148,5,0,0,0,0,0.9052063,1.022195
,2,0.2266236,-0.02707176,0.1767595,-0.02635324,4.397687,-2.872651,-1.769022,0,0,0,0,-0.03962114,-0.1307262,5.219894,3.764737,6.235583,4.893817,3.407401,2.049888,0.9999999,1,2,1.999445,1.107348,5,0,0,0,0,0.8796804,1.040698
,2,0.2266236,-0.02707176,0.1426593,0.06588309,4.398401,-2.871861,-1.769291,0,0,0,0,-0.03918005,-0.1303447,5.221584,3.771068,6.245956,4.895562,3.426251,2.07345,0.9999999,1,2,1.999633,1.119249,5,0,0,0,0,0.856707,1.0571
,2,0.2266236,-0.02707176,0.1775838,-0.03105804,4.399289,-2.872501,-1.769552,0,0,0,0,-0.03875883,-0.1298877,5.223275,3.777399,6.256329,4.897307,3.4451,2.097012,0.9999999,1,2,1.999759,1.127926,5,0,0,0,0,0.8366053,1.071294
,2,0.2266236,-0.02707176,0.1421171,0.06095577,4.399999,-2.871737,-1.769828,0,0,0,0,-0.03834038,-0.1294756,5.224965,3.78373,6.266701,4.899053,3.46395,2.120574,0.9999999,1,2,1.999841,1.134125,5,0,0,0,0,0.8193753,1.083359
,2,0.2266236,-0.0282629,0.1757493,-0.03638272,4.400877,-2.872406,-1.770098,0,0,0,0,-0.03794758,-0.1289859,5.243814,3.787341,6.273933,4.903181,3.478391,2.144136,0.9999999,1,2,1.999896,1.138483,10,0,0,0,0,0.8048374,1.093473
,2,0.2266236,-0.0282629,0.1420855,0.05545624,4.401587,-2.871669,-1.770374,0,0,0,0,-0.03756265,-0.128546,5.262664,3.790952,6.281166,4.90731,3.492831,2.167698,0.9999999,1,2,1.999932,1.14151,10,0,0,0,0,0.7927225,1.101856
,2,0.2266236,-0.0282629,0.1769362,-0.04172331,4.402472,-2.872363,-1.77064,0,0,0,0,-0.037208,-0.1280351,5.281513,3.794563,0.005212453,4.911438,3.507272,2.19126,1.023514,1.006385,2,1.999956,1.122792,10,0,0,0,0,0.7988627,1.037706
,2,0.2266236,-0.0282629,0.1500869,0.04992492,4.403221,-2.871657,-1.770897,0,0,0,0,-0.03690568,-0.1275811,5.300363,3.798174,0.01244479,4.915566,3.521713,2.214822,1.052907,1.014365,2,1.999971,1.098213,10,0,0,0,0,0.8148876,0.9367657
,2,0.2266236,-0.0282629,0.1891322,-0.04787452,4.404167,-2.872387,-1.771112,0,0,0,0,-0.03668266,-0.1270597,5.319212,3.801785,0.01967712,4.919695,3.536154,2.238384,1.080464,1.021847,2,1.999981,1.074801,10,0,0,0,0,0.8354711,0.8214387
,2,0.2266236,-0.0282629,0.1616847,0.04294719,4.404974,-2.871719,-1.771326,0,0,0,0,-0.03651804,-0.1265924,5.338061,3.805397,0.02690946,4.923823,3.550595,2.261945,1.103427,1.028082,2,1.999988,1.055136,10,0,0,0,0,0.8573323,0.7052275
,2,0.2266236,-0.0282629,0.1989328,-0.05551982,4.40597,-2.87249,-1.771523,0,0,0,0,-0.03640992,-0.1260457,5.356911,3.809008,0.03414179,4.927952,3.565035,2.285507,1.121367,1.032953,2,1.999992,1.039702,10,0,0,0,0,0.878546,0.595782
,2,0.2266236,-0.0282629,0.1612713,0.035286,4.406775,-2.871858,-1.77175,0,0,0,0,-0.03629393,-0.1255445,5.37576,3.812619,0.04137413,4.93208,3.579476,2.309069,1.134822,1.036606,2,1.999995,1.028089,10,0,0,0,0,0.8980696,0.4969826
,2,0.2266236,-0.0282629,0.1893819,-0.06221144,4.407722,-2.872652,-1.771991,0,0,0,0,-0.03616478,-0.1249688,5.394609,3.81623,0.04860646,4.936209,3.593917,2.332631,1.144633,1.03927,2,1.999997,1.019603,10,0,0,0,0,0.9154222,0.4103465
,2,0.2266236,-0.0282629,0.1484046,0.03032689,4.408462,-2.872035,-1.772275,0,0,0,0,-0.03599428,-0.1244448,5.413459,3.819841,0.0558388,4.940337,3.608358,2.356193,1.151641,1.041173,2,1.999998,1.013532,10,0,0,0,0,0.9304692,0.3359671
,2,0.2266236,-0.02796464,0.1776837,-0.06548573,4.409351,-2.87284,-1.772567,0,0,0,0,-0.03581354,-0.1238544,5.423,3.819841,0.0558388,4.946366,3.626637,2.379755,1.156569,1.042511,2,1.999999,1.009257,10,0,0,0,0,0.9432787,0.2731308
,2,0.2266236,-0.02796464,0.141413,0.0282129,4.410058,-2.872229,-1.772888,0,0,0,0,-0.03561827,-0.123328,5.432541,3.819841,0.0558388,4.952395,3.644915,2.403317,1.15999,1.04344,2,1.999999,1.006285,10,0,0,0,0,0.9540292,0.2207147
,2,0.2266236,-0.02796464,0.1750547,-0.06696393,4.410933,-2.87304,-1.773201,0,0,0,0,-0.03544092,-0.1227444,5.442082,3.819841,0.0558388,4.958425,3.663194,2.426879,1.138828,1.037694,2,1.999999,1.004241,10,0,0,0,0,0.9629495,0.240291
,2,0.2266236,-0.02796464,0.132101,0.02690955,4.411592,-2.872437,-1.773555,0,0,0,0,-0.0352114,-0.122214,5.451623,3.819841,0.0558388,4.964454,3.681473,2.450441,1.111039,1.030149,2,2,1.002846,10,0,0,0,0,0.9702829,0.2991396
,2,0.2266236,-0.02796464,0.1600267,-0.06828318,4.412393,-2.873253,-1.773939,0,0,0,0,-0.03495091,-0.1216134,5.461164,3.819841,0.0558388,4.970483,3.699752,2.474003,1.084569,1.022962,2,2,1.001901,10,0,0,0,0,0.9762652,0.3764008
,2,0.2266236,-0.02796464,0.1173309,0.02546314,4.412978,-2.872658,-1.774364,0,0,0,0,-0.03464451,-0.1210649,5.470705,3.819841,0.0558388,4.976512,3.718031,2.497565,1.062337,1.016926,2,2,1.001264,10,0,0,0,0,0.9811137,0.4591903
,2,0.2266236,-0.02796464,0.144005,-0.06934812,4.413699,-2.873477,-1.774797,0,0,0,0,-0.03432573,-0.1204562,5.480246,3.819841,0.0558388,4.982541,3.73631,2.521127,1.044886,1.012187,2,2,1.000838,10,0,0,0,0,0.9850214,0.5399152
,2,0.2266236,-0.02796464,0.1133388,0.02441409,4.414265,-2.872887,-1.775247,0,0,0,0,-0.03403124,-0.1199144,5.489787,3.819841,0.0558388,4.98857,3.754588,2.544689,1.031757,1.008623,2,2,1.000553,10,0,0,0,0,0.9881556,0.6144334
,2,0.2266236,-0.02796464,0.1536251,-0.07125547,4.415033,-2.873727,-1.775667,0,0,0,0,-0.03381424,-0.1193094,5.499328,3.819841,0.0558388,4.994599,3.772867,2.568251,1.022163,1.006018,2,2,1.000364,10,0,0,0,0,0.9906589,0.680803
,2,0.2266236,-0.02796464,0.1255226,0.02104444,4.415659,-2.873161,-1.776091,0,0,0,0,-0.03365224,-0.1187696,5.508869,3.819841,0.0558388,5.000628,3.791146,2.591813,1.015299,1.004154,2,2,1.000239,10,0,0,0,0,0.9926508,0.7384409
,2,0.2266236,-0.02683859,0.1655353,-0.07603974,4.416487,-2.874027,-1.776493,0,0,0,0,-0.03355887,-0.1181623,5.525383,3.823454,0.0558388,5.009531,3.806806,2.615375,1.010466,1.002842,2,2,1.000157,15,0,0,0,0,0.9942306,0.7875649
,2,0.2266236,-0.02683859,0.1373835,0.01627607,4.417173,-2.873482,-1.776907,0,0,0,0,-0.0334954,-0.1176202,5.541898,3.827068,0.0558388,5.018434,3.822465,2.638937,1.007106,1.00193,2,2,1.000103,15,0,0,0,0,0.9954798,0.8288295
,2,0.2266236,-0.02683859,0.1727324,-0.0799657,4.418037,-2.874361,-1.777308,0,0,0,0,-0.03345738,-0.1170128,5.558412,3.830681,0.0558388,5.027336,3.838125,2.662499,1.004795,1.001302,2,2,1.000067,15,0,0,0,0,0.996465,0.9357623
,2,0.2266236,-0.02683859,0.1379716,0.01378061,4.418726,-2.873821,-1.77774,0,0,0,0,-0.0334069,-0.1164716,5.574926,3.834295,0.0558388,5.036239,3.853784,2.686061,1.003217,1.000874,2,2,1.000044,15,0,0,0,0,0.9972401,1.07295
,2,0.2266236,-0.02683859,0.1695543,-0.08111012,4.419575,-2.874699,-1.778171,0,0,0,0,-0.03335898,-0.115864,5.591441,3.837908,0.0558388,5.045141,3.869444,2.709623,1.002149,1.000584,2,2,1.000028,15,0,0,0,0,0.9978486,1.218583
,2,0.2266236,-0.02683859,0.1333069,0.01347862,4.420239,-2.874159,-1.778639,0,0,0,0,-0.0332931,-0.1153216,5.607955,3.841522,0.0558388,5.054044,3.885103,2.733185,1.001429,1.000388,2,2,1.000018,15,0,0,0,0,0.9983253,1.359863
,2,0.2266236,-0.02683859,0.1655515,-0.08112601,4.421068,-2.875037,-1.779105,0,0,0,0,-0.03323531,-0.1147109,5.624469,3.845135,0.0558388,5.062946,3.900763,2.756747,1.000947,1.000257,2,2,1.000012,15,0,0,0,0,0.9986981,1.489865
,2,0.2266236,-0.02683859,0.1306703,0.01344683,4.42172,-2.874497,-1.779605,0,0,0,0,-0.03316641,-0.1141651,5.640984,3.848749,0.0558388,5.071849,3.916423,2.780308,1.000626,1.00017,2,2,1.000008,15,0,0,0,0,0.9989892,1.605399
,2,0.2266236,-0.02683859,0.164072,-0.08128496,4.422541,-2.875378,-1.780102,0,0,0,0,-0.03310955,-0.1135499,5.657498,3.852362,0.0558388,5.080751,3.932082,2.80387,1.000412,1.000112,2,2,1.000005,15,0,0,0,0,0.9992161,1.705572
,2,0.2266236,-0.02683859,0.1298462,0.01327199,4.423189,-2.874838,-1.780631,0,0,0,0,-0.03303929,-0.1130001,5.674012,3.855976,0.0558388,5.089654,3.947742,2.827432,1.000271,1.000074,2,2,1.000003,15,0,0,0,0,0.9993927,1.790845
,2,0.2266236,-0.02516155,0.1630977,-0.08139622,4.424005,-2.875718,-1.781161,0,0,0,0,-0.03297563,-0.1123809,5.68262,3.859617,0.05758829,5.096478,3.961894,2.850994,1.000177,1.000048,2,2,1.000002,20,0,0,0,0,0.9995301,1.862407
,2,0.2266236,-0.02516155,0.1270242,0.01325609,4.424639,-2.875179,-1.781726,0,0,0,0,-0.03289025,-0.1118246,5.691228,3.863258,0.05933779,5.103303,3.976047,2.874556,1.000116,1.000031,2,2,1.000001,20,0,0,0,0,0.9996367,1.921783
,2,0.2266236,-0.02516155,0.1587428,-0.08131675,4.425433,-2.876058,-1.782297,0,0,0,0,-0.03280555,-0.1111961,5.699836,3.8669,0.06108729,5.110127,3.990199,2.898118,1.000076,1.000021,2,2,1.000001,20,0,0,0,0,0.9997194,1.998115
,2,0.2266236,-0.02516155,0.1234009,0.01358988,4.426048,-2.875515,-1.782902,0,0,0,0,-0.03269432,-0.1106337,5.708444,3.870541,0.06283678,5.116952,4.004352,2.92168,1.000049,1.000013,2,2,1.000001,20,0,0,0,0,0.9997834,2.079213
,2,0.2266236,-0.02516155,0.1558197,-0.08060149,4.426828,-2.876388,-1.783514,0,0,0,0,-0.03258178,-0.1100031,5.717052,3.874182,0.06458627,5.123776,4.018504,2.945242,1.000032,1.000009,2,2,1,20,0,0,0,0,0.9998329,2.157924
,2,0.2266236,-0.02516155,0.1218082,0.01473429,4.427435,-2.875837,-1.784154,0,0,0,0,-0.03244035,-0.1094423,5.725659,3.877824,0.06633577,5.130601,4.032657,2.968804,1.000021,1.000006,2,2,1,20,0,0,0,0,0.9998713,2.230372
,2,0.2266236,-0.02516155,0.1544989,-0.07913919,4.428208,-2.876702,-1.784804,0,0,0,0,-0.03229722,-0.108816,5.734267,3.881465,0.06808526,5.137425,4.046809,2.992366,1.000014,1.000004,2,2,1,20,0,0,0,0,0.9999009,2.29477
,2,0.2266236,-0.02516155,0.1209028,0.0164668,4.428812,-2.876141,-1.785481,0,0,0,0,-0.03212383,-0.1082611,5.742875,3.885107,0.06983475,5.14425,4.060962,3.015928,1.000009,1.000002,2,2,1,20,0,0,0,0,0.9999237,2.350614
,2,0.2266236,-0.02516155,0.1531198,-0.07729541,4.429578,-2.876997,-1.786171,0,0,0,0,-0.03194898,-0.1076416,5.751483,3.888748,0.07158425,5.151074,4.075114,3.03949,1.000006,1.000001,2,2,1,20,0,0,0,0,0.9999413,2.398157
,2,0.2266236,-0.02516155,0.1194913,0.01832647,4.430174,-2.876427,-1.786887,0,0,0,0,-0.03174308,-0.1070949,5.760091,3.892389,0.07333374,5.157899,4.089267,3.063052,1.000004,1.000001,2,2,1,20,0,0,0,0,0.9999549,2.438058
,2,0.2266236,-0.02357321,0.1512349,-0.07540395,4.430931,-2.877272,-1.787619,0,0,0,0,-0.03153676,-0.1064844,5.777558,3.900205,0.07354005,5.16584,4.098341,3.086614,1.000002,1.000001,2,2,1,15,0,0,0,0,0.9999654,2.471168
,2,0.2266236,-0.02357321,0.1185022,0.02040866,4.431521,-2.87669,-1.788372,0,0,0,0,-0.03130004,-0.1059507,5.795026,3.908021,0.07374637,5.173781,4.107414,3.110176,1.000002,1,2,2,1,15,0,0,0,0,0.9999734,2.498388
,2,0.2266236,-0.02357321,0.150551,-0.07309924,4.432275,-2.877523,-1.78914,0,0,0,0,-0.031065,-0.1053575,5.812493,3.915837,0.07395268,5.181723,4.116488,3.133738,1.000001,1,2,2,1.001637,15,0,0,0,0,0.9999796,2.462334
,2,0.2266236,-0.02357321,0.1176971,0.02280874,4.432862,-2.87693,-1.78993,0,0,0,0,-0.03080009,-0.1048432,5.829961,3.923653,0.074159,5.189664,4.125562,3.1573,1.000001,1,2,2,1.003683,15,0,0,0,0,0.9999844,2.392941
,2,0.2266236,-0.02357321,0.1491743,-0.07069916,4.433608,-2.877751,-1.790735,0,0,0,0,-0.03053959,-0.1042703,5.847428,3.931468,0.07436531,5.197605,4.134635,3.180862,1,1,2,2,1.005601,15,0,0,0,0,0.999988,2.309131
,2,0.2266236,-0.02357321,0.1159722,0.02512935,4.434186,-2.877146,-1.791563,0,0,0,0,-0.03025152,-0.1037781,5.864896,3.939284,0.07457162,5.205546,4.143709,3.204424,1,1,2,2,1.007199,15,0,0,0,0,0.9999908,2.222451
,2,0.2266236,-0.02357321,0.1472033,-0.06839444,4.434924,-2.877956,-1.792406,0,0,0,0,-0.0299714,-0.1032287,5.882363,3.9471,0.07477794,5.213488,4.152783,3.227986,1,1,2,2,1.008448,15,0,0,0,0,0.999993,2.139574
,2,0.2266236,-0.02357321,0.1140475,0.02737049,4.435493,-2.87734,-1.793271,0,0,0,0,-0.02966623,-0.1027626,5.899831,3.954916,0.07498425,5.221429,4.161857,3.251548,1,1,2,2,1.009385,15,0,0,0,0,0.9999946,2.064015
,2,0.2266236,-0.02357321,0.1454103,-0.06612151,4.43622,-2.878138,-1.794149,0,0,0,0,-0.02937221,-0.1022417,5.917298,3.962732,0.07519057,5.22937,4.17093,3.27511,1,1,2,2,1.010067,15,0,0,0,0,0.9999959,1.997296
,2,0.2266236,-0.02357321,0.1124306,0.02967521,4.436781,-2.877511,-1.795049,0,0,0,0,-0.02905511,-0.1018072,5.934766,3.970548,0.07539688,5.237311,4.180004,3.298671,1,1,2,2,1.010555,15,0,0,0,0,0.9999968,1.939719
,2,0.2266236,-0.02248912,0.1439452,-0.06372143,4.4375,-2.878296,-1.795962,0,0,0,0,-0.02875192,-0.1013202,5.953615,3.976941,0.07539688,5.24123,4.191494,3.298671,1,1,2,2,1.010898,20,0,0,0,0,0.9999976,1.890882
,2,0.2266236,-0.02248912,0.1076763,0.0320435,4.438037,-2.877657,-1.796877,0,0,0,0,-0.02843026,-0.1009199,5.972465,3.983335,0.07539688,5.24515,4.202983,3.298671,1,1,2,2,1.011136,20,0,0,0,0,0.9999982,1.850015
,2,0.2266236,-0.02248912,0.1375167,-0.06130545,4.438726,-2.87843,-1.797801,0,0,0,0,-0.02812881,-0.1004674,5.991314,3.989728,0.07539688,5.249069,4.214472,3.298671,1,1,2,2,1.009663,20,0,0,0,0,0.9999986,1.837762
,2,0.2266236,-0.02248912,0.1033332,0.03458663,4.439241,-2.877777,-1.798723,0,0,0,0,-0.02780882,-0.1001049,6.010163,3.996121,0.07539688,5.252988,4.225962,3.298671,1,1,2,2,1.007729,20,0,0,0,0,0.9999989,1.84237
,2,0.2266236,-0.02248912,0.1347513,-0.0585239,4.439915,-2.878535,-1.799647,0,0,0,0,-0.02750956,-0.09969506,6.029013,4.002515,0.07539688,5.256907,4.237451,3.298671,1,1,2,2,1.005887,20,0,0,0,0,0.9999992,1.856174
,2,0.2266236,-0.02248912,0.102374,0.03768608,4.440426,-2.877865,-1.800568,0,0,0,0,-0.02719065,-0.09938023,6.047862,4.008908,0.07539688,5.260826,4.24894,3.298671,1,1,2,2,1.004339,20,0,0,0,0,0.9999993,1.874289
,2,0.2266236,-0.02248912,0.1344132,-0.05512245,4.441098,-2.878604,-1.801486,0,0,0,0,-0.02689177,-0.09902103,6.066711,4.015302,0.07539688,5.264745,4.26043,3.298671,1,1,2,2,1.003124,20,0,0,0,0,0.9999995,1.893696
,2,0.2266236,-0.02248912,0.1020744,0.04135774,4.441607,-2.877915,-1.802404,0,0,0,0,-0.02657208,-0.09875837,6.085561,4.021695,0.07539688,5.268664,4.271919,3.298671,1,1,2,2,1.00221,20,0,0,0,0,0.9999996,1.912618
,2,0.2266236,-0.02248912,0.1337048,-0.05133954,4.442276,-2.878635,-1.803318,0,0,0,0,-0.02627238,-0.09845093,6.10441,4.028089,0.07539688,5.272583,4.283409,3.298671,1,1,2,2,1.001543,20,0,0,0,0,0.9999997,1.930083
,2,0.2266236,-0.02248912,0.1008415,0.04512475,4.44278,-2.877927,-1.804232,0,0,0,0,-0.0259514,-0.09823889,6.12326,4.034482,0.07539688,5.276503,4.294898,3.298671,1,1,2,2,1.001065,20,0,0,0,0,0.9999998,1.945637
,2,0.2266236,-0.0220726,0.1322109,-0.04757252,4.44344,-2.878628,-1.805142,0,0,0,0,-0.02565054,-0.09798095,6.136564,4.041554,0.07539688,5.279674,4.310608,3.322233,1,1,2,2,1.000728,25,0,0,0,0,0.9999998,1.959145
,2,0.2266236,-0.0220726,0.09962963,0.04865335,4.443938,-2.877905,-1.806084,0,0,0,0,-0.02532736,-0.09781341,6.149868,4.048626,0.07539688,5.282845,4.326318,3.345795,1,1,2,2,1.000495,25,0,0,0,0,0.9999999,1.970658
,2,0.2266236,-0.0220726,0.1312335,-0.04442539,4.444594,-2.878594,-1.807031,0,0,0,0,-0.02502147,-0.0975942,6.163172,4.055698,0.07539688,5.286017,4.342028,3.369357,1,1,2,2,1.000334,25,0,0,0,0,0.9999999,2.033227
,2,0.2266236,-0.0220726,0.09825796,0.0514667,4.445085,-2.877856,-1.808003,0,0,0,0,-0.02469176,-0.09746613,6.176476,4.06277,0.07539688,5.289188,4.357738,3.392919,1,1,2,2,1.000224,25,0,0,0,0,0.9999999,2.120606
,2,0.2266236,-0.0220726,0.1306938,-0.04162794,4.445738,-2.87853,-1.808981,0,0,0,0,-0.02437769,-0.097287,6.189781,4.069842,0.07539688,5.29236,4.373447,3.416481,1,1,2,2,1.000149,25,0,0,0,0,0.9999999,2.216479
,2,0.2266236,-0.0220726,0.09794668,0.05448667,4.446227,-2.877776,-1.809982,0,0,0,0,-0.02403651,-0.09719909,6.203085,4.076914,0.07539688,5.295531,4.389157,3.440043,1,1,2,2,1.000099,25,0,0,0,0,0.9999999,2.311137
,2,0.2266236,-0.0220726,0.1307323,-0.03841724,4.44688,-2.878433,-1.81099,0,0,0,0,-0.02370869,-0.09705953,6.216389,4.083986,0.07539688,5.298703,4.404867,3.463605,1,1,2,2,1.000066,25,0,0,0,0,0.9999999,2.399197
,2,0.2266236,-0.0220726,0.097962,0.05780864,4.44737,-2.877663,-1.812019,0,0,0,0,-0.02335044,-0.09700985,6.229693,4.091058,0.07539688,5.301874,4.420577,3.487167,1,1,2,2,1.000044,25,0,0,0,0,0.9999999,2.478041
,2,0.2266236,-0.0220726,0.1306484,-0.03506348,4.448022,-2.878302,-1.813056,0,0,0,0,-0.02300379,-0.0969073,6.242998,4.09813,0.07539688,5.305046,4.436287,3.510729,1,1,2,2,1.000029,25,0,0,0,0,0.9999999,2.546773
,2,0.2266236,-0.0220726,0.09775186,0.06122598,4.448511,-2.877514,-1.814112,0,0,0,0,-0.022624,-0.09689299,6.256302,4.105202,0.07539688,5.308217,4.451997,3.534291,1,1,2,2,1.000019,25,0,0,0,0,0.9999999,2.605522
,2,0.2266236,-0.02248554,0.1302828,-0.03156666,4.449162,-2.878136,-1.815176,0,0,0,0,-0.02225469,-0.09682428,6.275151,4.119584,0.07539688,5.31567,4.469504,3.557853,1,1,2,2,1.000012,25,0,0,0,0,0.9999999,2.654983
,2,0.2266236,-0.02248554,0.1003502,0.06504068,4.449663,-2.877327,-1.81625,0,0,0,0,-0.02184715,-0.09684689,0.0108153,4.133965,0.07539688,5.323122,4.487011,3.581415,1,1,2,2,1.000008,25,0,0,0,0,0.9999999,2.696129
,2,0.2266236,-0.02248554,0.1350744,-0.02740228,4.450338,-2.877925,-1.817326,0,0,0,0,-0.02143651,-0.09681375,0.02966483,4.148347,0.07539688,5.330575,4.504518,3.604977,1,1,2,2,1.000005,25,0,0,0,0,0.9999999,2.711707
,2,0.2266236,-0.02248554,0.103327,0.06955475,4.450854,-2.877093,-1.818415,0,0,0,0,-0.02097313,-0.09686574,0.04851436,4.162729,0.07539688,5.338027,4.522025,3.628539,1,1,2,2,1.000003,25,0,0,0,0,0.9999999,2.71193
,2,0.2266236,-0.02248554,0.1353019,-0.02287232,4.45153,-2.87767,-1.819516,0,0,0,0,-0.0205106,-0.09685883,0.0673639,4.177111,0.07539688,5.345479,4.539532,3.652101,1,1,2,2,1.000002,25,0,0,0,0,0.9999999,2.703501
,2,0.2266236,-0.02248554,0.1019796,0.07384629,4.452039,-2.876818,-1.82063,0,0,0,0,-0.02000109,-0.0969344,0.08621342,4.191493,0.07539688,5.352932,4.557039,3.675663,1,1,2,2,1.000001,25,0,0,0,0,0.9999999,2.690733
,2,0.2266236,-0.02248554,0.133615,-0.01889867,4.452707,-2.877376,-1.821755,0,0,0,0,-0.01949333,-0.09694711,0.105063,4.205875,0.07539688,5.360384,4.574546,3.699225,1,1,2,2,1.000001,25,0,0,0,0,0.9999999,2.676322
,2,0.2266236,-0.02248554,0.1004534,0.07761331,4.453209,-2.876506,-1.82289,0,0,0,0,-0.0189358,-0.09704,0.1239125,4.220257,0.07539688,5.367837,4.592053,3.722787,1,1,2,2,1.000001,25,0,0,0,0,0.9999999,2.661887
,2,0.2266236,-0.02248554,0.1326424,-0.01522702,4.453871,-2.877046,-1.824036,0,0,0,0,-0.0183785,-0.09706844,0.142762,4.234639,0.07539688,5.375289,4.60956,3.746349,1,1,2,2,1,25,0,0,0,0,0.9999999,2.648341
,2,0.2266236,-0.02248554,0.09991073,0.08136443,4.45437,-2.876156,-1.825188,0,0,0,0,-0.0177681,-0.09717685,0.1616116,4.249021,0.07539688,5.382742,4.627068,3.769911,1,1,2,2,1,25,0,0,0,0,0.9999999,2.636142
,2,0.2266236,-0.02384405,0.1324837,-0.01144411,4.455032,-2.876677,-1.82635,0,0,0,0,-0.01715635,-0.09722022,0.1749812,4.25091,0.07539688,5.38638,4.640156,3.793473,1,1,2,2,1,25,0,0,0,0,0.9999999,2.625463
,2,0.2266236,-0.02384405,0.0969806,0.08502018,4.455517,-2.875771,-1.827524,0,0,0,0,-0.01649732,-0.09734251,0.1883509,4.252799,0.07539688,5.390018,4.653244,3.817034,1,1,2,2,1,25,0,0,0,0,0.9999999,2.616306
,2,0.2266236,-0.02384405,0.1287933,-0.00805856,4.456161,-2.876277,-1.828707,0,0,0,0,-0.01584196,-0.09739628,0.2017205,4.254688,0.07539688,5.393655,4.666332,3.840596,1,1,2,2,1,25,0,0,0,0,0.9999999,2.558261
,2,0.2266236,-0.02384405,0.09455569,0.08829448,4.456633,-2.875353,-1.829895,0,0,0,0,-0.01513593,-0.09752885,0.2150902,4.256577,0.07539688,5.397293,4.67942,3.864158,1,1,2,2,1,25,0,0,0,0,0.9999999,2.476344
,2,0.2266236,-0.02384405,0.1276972,-0.004688904,4.45727,-2.875841,-1.831089,0,0,0,0,-0.01443506,-0.09759481,0.2284598,4.258467,0.07539688,5.400931,4.692509,3.88772,1,1,2,2,1,25,0,0,0,0,0.9999999,2.386119
,2,0.2266236,-0.02384405,0.09466894,0.09185486,4.457745,-2.874899,-1.832283,0,0,0,0,-0.01368511,-0.09774254,0.2418295,4.260356,0.07539688,5.404569,4.705597,3.911282,1,1,2,2,1,25,0,0,0,0,0.9999999,2.29686
,2,0.2266236,-0.02384405,0.1285,-0.001160306,4.458385,-2.87537,-1.833482,0,0,0,0,-0.01294355,-0.09782563,0.2551991,4.262245,0.07539688,5.408206,4.718685,3.934844,1,1,2,2,1,25,0,0,0,0,0.9999999,2.213723
,2,0.2266236,-0.02384405,0.09541596,0.09533577,4.458862,-2.874411,-1.83468,0,0,0,0,-0.0121565,-0.09799168,0.2685688,4.264134,0.07539688,5.411844,4.731773,3.958406,1,1,2,2,1,25,0,0,0,0,0.9999999,2.139225
